run_id,timestamp,model_name,model,train_sample_size,is_full_data,num_source1_entities,num_training_pairs,threshold,entity_f05,macro_f05,macro_precision,macro_recall,singleton_accuracy,pair_precision,pair_recall,candidate_recall,train_candidate_recall,val_candidate_recall,n_train_pairs,n_val_pairs,training_time_sec,inference_time_sec,peak_memory_mb,total_run_time_sec
20260925T182714_7d2a,2026-09-25T18:49:52Z,rule_based,rule_based,10000,False,10000,3021727,0.61,0.8410317945838971,0.8410317945838971,0.8802474576099183,0.7895942857142857,0.8194444444444444,0.8420476653696498,0.7910669408270505,0.9921178889650446,0.99397334363531,0.9921178889650446,3021727,996248,0.0,,6989.0,2427.64
20260925T182714_7d2a,2026-09-25T18:50:45Z,logistic_regression,logistic_regression,10000,False,10000,3021727,0.99,0.9470952737954863,0.9470952737954863,0.9539928571428572,0.945071746031746,0.9027777777777778,0.9532217381334557,0.9497372629655015,0.9921178889650446,0.99397334363531,0.9921178889650446,3021727,996248,46.77,,7019.9,2427.64
20260925T182714_7d2a,2026-09-25T19:05:51Z,random_forest,random_forest,10000,False,10000,3021727,0.76,0.9623216322357157,0.9623216322357157,0.9736395238095238,0.9442446031746032,0.9583333333333334,0.9769612476370511,0.9445967557687914,0.9921178889650446,0.99397334363531,0.9921178889650446,3021727,996248,894.86,,7492.1,2427.64
20260925T182714_7d2a,2026-09-25T19:07:42Z,hist_gradient_boosting,hist_gradient_boosting,10000,False,10000,3021727,0.72,0.9751120564700945,0.9751120564700945,0.9872547619047618,0.9492626984126986,0.9791666666666666,0.9886715955163368,0.9471098926205164,0.9921178889650446,0.99397334363531,0.9921178889650446,3021727,996248,101.55,,7534.4,2427.64
